Unnamed: 0,Date,Tweets,paper_text_processed,tweet_without_stopwords
7013,2020-10-17 14:23:38+00:00,"@prokopevone1 @Jay_Delay @Bitjamin @primal_cypher i actually jut made a #CryptoPunk #remix (#SolarPunk) verion yeterday

http://tco/Mn5wQHE9l3 009 1/1 http://tco/RJSCykJDnm","@prokopevone1 @jay_delay @bitjamin @primal_cypher i actually just made a cryptopunk remix (solarpunks) version yesterday

https://tco/mn5wqhe9l3 009 1/1 https://tco/rjscykjdnm",@prokopevone1 @jay_delay @bitjamin @primal_cypher actually made cryptopunk remix (solarpunks) version yesterday https://tco/mn5wqhe9l3 009 1/1 https://tco/rjscykjdnm
7025,2020-10-04 14:20:20+00:00,@99Kakitocratic Baically I'm at the point where I'm only going to ell a #cryptopunk if I abolutely need the money They've clearly etablihed themelve a the ultimate #NFT and they're only going to keep increaing in value over time,@99kakistocratic basically i'm at the point where i'm only going to sell a cryptopunk if i absolutely need the money they've clearly established themselves as the ultimate nft and they're only going to keep increasing in value over time,@99kakistocratic basically point going sell cryptopunk absolutely need money they've clearly established ultimate nft they're going keep increasing value time
7027,2020-10-03 20:33:00+00:00,Great Cryptopunk totally rare  http://tco/zecgSNFEYy via @openea #art #nft #cryptoart #cryptopunk,great cryptopunk totally rare  https://tco/zecgsnfeyy via @opensea art nft cryptoart cryptopunk,great cryptopunk totally rare https://tco/zecgsnfeyy via @opensea art nft cryptoart cryptopunk
7042,2020-09-27 09:54:35+00:00,I've updated my profile pic to a cryptopunk that I till actually own I feel he' a better repreentation of my peronality anyway a I leuth the virtual world for the greatet #NFT opportunitie,i've updated my profile pic to a cryptopunk that i still actually own i feel he's a better representation of my personality anyway as i sleuth the virtual world for the greatest nft opportunitie,i've updated profile pic cryptopunk still actually feel he's better representation personality anyway sleuth virtual world greatest nft opportunitie
7047,2020-09-25 13:30:11+00:00,@prankyNFT @tylerwinklevo Not gonna lie I jut bought ome $COZOM and I love that I finally own a cryptopunk zombie Well a tiny fraction of one anyway Maybe I can grow a clone in a lab from it http://tco/l07Orhql31,@pranksynft @tylerwinklevoss not gonna lie i just bought some cozom and i love that i finally own a cryptopunk zombie well a tiny fraction of one anyway maybe i can grow a clone in a lab from it https://tco/l07orhql31,@pranksynft @tylerwinklevoss gonna lie bought cozom love finally cryptopunk zombie well tiny fraction anyway maybe grow clone lab https://tco/l07orhql31
7050,2020-09-25 12:22:28+00:00,I am potentially looking at elling my #cryptopunk collection a a whole Approximately 150 punk including 4x beanie (the raret trait) everal other ub-100 trait and #1 Cryptopunk Pleae DM if intereted Offer above 800 ETH will be conidered,i am potentially looking at selling my cryptopunk collection as a whole approximately 150 punks including 4x beanies (the rarest trait) several other sub-100 traits and 1 cryptopunk please dm if interested offers above 800 eth will be considered,potentially looking selling cryptopunk collection whole approximately 150 punk including 4x beany (the rarest trait) several sub-100 trait 1 cryptopunk please dm interested offer 800 eth considered
7051,2020-09-25 04:48:49+00:00,The cheapet Cryptopunk i now 3E ($1000+) Wow There wa a time when we literally couldn’t give thee thing away http://tco/gvXqqmr5Qz,the cheapest cryptopunk is now 3e (1000+) wow there was a time when we literally couldn’t give these things away https://tco/gvxqqmr5qz,cheapest cryptopunk 3e (1000+) wow time literally couldn’t give thing away https://tco/gvxqqmr5qz
7066,2020-09-16 02:31:07+00:00,Everyone talk about the alien but did you know the mot rare CryptoPunk i #8348 Thi guy i the only 1 of 10000 to have 7 attribute Someone actually old him for $456 mfh 🤣🤣🤣And omeone equally intelligent old him in May for only $18000 The jig i up though http://tco/ggSXqT3ya,everyone talks about the aliens but did you know the most rare cryptopunk is 8348 this guy is the only 1 of 10000 to have 7 attributes someone actually sold him for 456 smfh 🤣🤣🤣and someone equally intelligent sold him in may for only 18000 the jig is up though https://tco/ggssxqt3ya,everyone talk alien know rare cryptopunk 8348 guy 1 10000 7 attribute someone actually 456 smfh 🤣🤣🤣and someone equally intelligent may 18000 jig though https://tco/ggssxqt3ya
7128,2020-05-27 19:57:45+00:00,"after 3 year of admiring them from afar i finally uccumbed to the FOMO and acquired a @larvalab cryptopunk for my collection

thank @mattgcondon  http://tco/P2SjLVyUtd","after 3 years of admiring them from afar i finally succumbed to the fomo and acquired a @larvalabs cryptopunk for my collection

thanks @mattgcondon  https://tco/p2sjlvyutd",3 year admiring afar finally succumbed fomo acquired @larvalabs cryptopunk collection thanks @mattgcondon https://tco/p2sjlvyutd
7146,2020-04-14 18:13:17+00:00,"@robneofficial Thank to all the buyer thu far for upporting my work by the way It really doe mean a lot and it ain't eay being a Crypto Outlier I could be a pinele puy and bow down but what fun would that be anyway true #cryptopunk

Jut curiou what it look like in lowecae","@robnessofficial thanks to all the buyers thus far for supporting my work by the way it really does mean a lot and it ain't easy being a crypto outlier i could be a spineless pussy and bow down but what fun would that be anyways true cryptopunk

just curious what it looks like in lowecase",@robnessofficial thanks buyer thus far supporting work way really mean lot ain't easy crypto outlier could spineless pussy bow fun would anyways true cryptopunk curious look like lowecase
7160,2019-11-29 09:39:34+00:00,NEW mixed digital media artwork graceful punk by Max Oiri @maxoiriart - Edition 1 of 5 available now ETH 022 ($3401) @knownOrigin_io #Grace Jone #Cryptopunk #yellow #ai #artbreeder http://tco/KozLm7LFoc http://tco/wJKT2IBqI8,new mixed digital media artwork graceful punk by max osiris @maxosirisart - edition 1 of 5 available now eth 022 (3401) @knownorigin_io grace jones cryptopunk yellow ai artbreeder https://tco/kozlm7lfoc https://tco/wjkt2ibqi8,new mixed digital medium artwork graceful max osiris @maxosirisart edition 1 5 available eth 022 (3401) @knownorigin_io grace jones cryptopunk yellow ai artbreeder https://tco/kozlm7lfoc https://tco/wjkt2ibqi8
7169,2019-09-16 10:31:02+00:00,@DeignedInAJ accidentally made a CryptoPunk in our lat journey through the http://tco/c9i0MOWCZ http://tco/Y0d20D9Rbn,@designedinaj accidentally made a cryptopunk in our last journey through the https://tco/c9si0mowcz https://tco/y0d20d9rbn,@designedinaj accidentally made cryptopunk last journey https://tco/c9si0mowcz https://tco/y0d20d9rbn
7171,2019-07-27 01:25:45+00:00,@CryptoBulld0g @rallyqt Geniu af dog ,@cryptobulld0g @rallyqt genius af dog ,@cryptobulld0g @rallyqt genius af dog
7199,2019-01-02 19:45:55+00:00,"1/ Thi Xma I bought my aunt a #cryptopunk Giclee print with a paper wallet taped to the back When I explained the concept he got it immediately 

Not only i it aethetically pleaing and a phyical object - it' unique *truly* owned by her and will value over time http://tco/gUZB3WFbfI","1/ this xmas i bought my aunt a cryptopunk giclee print with a paper wallet taped to the back when i explained the concept she got it immediately 

not only is it aesthetically pleasing and a physical object - it's unique *truly* owned by her and will value over time https://tco/guzb3wfbfi",1/ xmas bought aunt cryptopunk giclee print paper wallet taped back explained concept got immediately aesthetically pleasing physical object unique *truly* owned value time https://tco/guzb3wfbfi
7212,2018-11-09 14:54:36+00:00,"I had a cryptokitty and I think I have a cryptopunk or two kicking around omewhere but thi @GetGitcoin kudo i the firt time I've really been excited by a nifty http://tco/5AjQbW7ZeI

Thank @ililic it mean a lot coming from you 🙇‍♂️ http://tco/ALjilZma","i had a cryptokitty and i think i have a cryptopunk or two kicking around somewhere but this @getgitcoin kudos is the first time i've really been excited by a nifty https://tco/5ajqbw7zei

thanks @ililic it means a lot coming from you 🙇‍♂️ https://tco/aljsilzmsa",cryptokitty think cryptopunk two kicking around somewhere @getgitcoin kudos first time i've really excited nifty https://tco/5ajqbw7zei thanks @ililic mean lot coming 🙇‍♂️ https://tco/aljsilzmsa
7243,2018-07-25 15:24:38+00:00,I haven't been here a long a ome other people but omething I've noticed i with pat Alt mega pump they were kinda unexpected Now everyone i kinda expecting the unexpected mega pump o I'm here wondering if it' really going to happen 🤔,i haven't been here as long as some other people but something i've noticed is with past alts mega pumps they were kinda unexpected now everyone is kinda expecting the unexpected mega pumps so i'm here wondering if it's really going to happen 🤔,long people something i've noticed past alt mega pump kinda unexpected everyone kinda expecting unexpected mega pump wondering really going happen 🤔
7258,2018-07-07 00:21:16+00:00,@CryptoShillNye For me bear market i more like the time it take to fuel the tank then boom If it' a 2 year proce well it' a really big tank 😄,@cryptoshillnye for me bear market is more like the time it takes to fuel the tank then boom if it's a 2 year process well it's a really big tank 😄,@cryptoshillnye bear market like time take fuel tank boom 2 year process well really big tank 😄
7265,2018-06-23 00:24:39+00:00,@FOMOBYDICK I think he' actually from Iowa 🤔,@fomobydick i think he's actually from iowa 🤔,@fomobydick think he's actually iowa 🤔
7275,2018-05-16 00:12:26+00:00,"Hey great fuking job with @CryptoStreetPod @CryptoDale @K1llerWh4le @13Prince31 tyvm
Been learning o much from the guet and you guy over all Definitely ugget everyone to liten to it pecially if you are freh meat trying to tay out of the grinder 😉
#Crypto #Bitcoin","hey great fuking job with @cryptostreetpod @cryptodale @k1llerwh4le @13prince31 tyvm
been learning so much from the guests and you guys over all definitely suggest everyone to listen to it specially if you are fresh meat trying to stay out of the grinder 😉
crypto bitcoin",hey great fuking job @cryptostreetpod @cryptodale @k1llerwh4le @13prince31 tyvm learning much guest guy definitely suggest everyone listen specially fresh meat trying stay grinder 😉 crypto bitcoin
7299,2018-03-23 14:22:58+00:00,@litecoindad @amazon when are we going to be able to #PayWithLitecoin directly not through a third party Come on your cutomer are aking for it pleae embrace the technology Tyvm 🤗,@litecoindad @amazon when are we going to be able to paywithlitecoin directly not through a third party come on your customers are asking for it please embrace the technology tyvm 🤗,@litecoindad @amazon going able paywithlitecoin directly third party come customer asking please embrace technology tyvm 🤗
7319,2018-02-21 23:30:47+00:00,So ince $ETC had no real crazy fomo becaue of the Airdrop I might actually hodl for Calito I'm till in a good poition pre-AD pump o gue will have to ee what happen next couple of day http://tco/fv4XkjzeUf,o since etc had no real crazy fomo because of the airdrop i might actually hodl for calisto i'm still in a good position pre-ad pump so guess will have to see what happens next couple of days https://tco/fv4xkjzeuf,since etc real crazy fomo airdrop might actually hodl calisto still good position pre-ad pump guess see happens next couple day https://tco/fv4xkjzeuf
7364,2018-02-04 05:42:38+00:00,"Something i brewing up i it going to be the punch crypto need to finally go maintream and overthrow thoe overpowered all controlling financial intitution Maybe not but it ure i the beginning of omething big
#LitePay #PayWithLitecoin http://tco/QG6j4ugJuA","omething is brewing up is it going to be the punch crypto needs to finally go mainstream and overthrow those overpowered all controlling financial institutions maybe not but it sure is the beginning of something big
litepay paywithlitecoin https://tco/qg6j4ugjua",omething brewing going punch crypto need finally go mainstream overthrow overpowered controlling financial institution maybe sure beginning something big litepay paywithlitecoin https://tco/qg6j4ugjua
